month,tasmin,year,country,iso3,season
Jan,-5.6,2007,Turkey,TUR,winter
Feb,-3.4,2007,Turkey,TUR,winter
Mar,0.4,2007,Turkey,TUR,spring
Apr,2.8,2007,Turkey,TUR,spring
May,10.3,2007,Turkey,TUR,spring
Jun,13.6,2007,Turkey,TUR,summer
Jul,16.2,2007,Turkey,TUR,summer
Aug,16.4,2007,Turkey,TUR,summer
Sep,12.0,2007,Turkey,TUR,autumn
Oct,8.3,2007,Turkey,TUR,autumn
Nov,2.0,2007,Turkey,TUR,autumn
Dec,-2.9,2007,Turkey,TUR,winter
Jan,-8.3,2008,Turkey,TUR,winter
Feb,-5.9,2008,Turkey,TUR,winter
Mar,2.8,2008,Turkey,TUR,spring
Apr,6.6,2008,Turkey,TUR,spring
May,7.8,2008,Turkey,TUR,spring
Jun,13.1,2008,Turkey,TUR,summer
Jul,15.7,2008,Turkey,TUR,summer
Aug,16.9,2008,Turkey,TUR,summer
Sep,12.3,2008,Turkey,TUR,autumn
Oct,7.6,2008,Turkey,TUR,autumn
Nov,3.0,2008,Turkey,TUR,autumn
Dec,-2.9,2008,Turkey,TUR,winter
Jan,-4.0,2009,Turkey,TUR,winter
Feb,-0.8,2009,Turkey,TUR,winter
Mar,0.2,2009,Turkey,TUR,spring
Apr,3.9,2009,Turkey,TUR,spring
May,8.4,2009,Turkey,TUR,spring
Jun,12.9,2009,Turkey,TUR,summer
Jul,15.5,2009,Turkey,TUR,summer
