month,tas,year,country,iso3,season
Jul,11.7,2001,Canada,CAN,summer
Aug,10.6,2001,Canada,CAN,summer
Sep,5.1,2001,Canada,CAN,autumn
Oct,-4.3,2001,Canada,CAN,autumn
Nov,-12.3,2001,Canada,CAN,autumn
Dec,-17.9,2001,Canada,CAN,winter
Jan,-22.7,2002,Canada,CAN,winter
Feb,-23.3,2002,Canada,CAN,winter
Mar,-20.8,2002,Canada,CAN,spring
Apr,-11.9,2002,Canada,CAN,spring
May,-1.8,2002,Canada,CAN,spring
Jun,7.7,2002,Canada,CAN,summer
Jul,11.4,2002,Canada,CAN,summer
Aug,9.6,2002,Canada,CAN,summer
Sep,4.5,2002,Canada,CAN,autumn
Oct,-4.4,2002,Canada,CAN,autumn
Nov,-12.5,2002,Canada,CAN,autumn
Dec,-16.4,2002,Canada,CAN,winter
Jan,-21.5,2003,Canada,CAN,winter
Feb,-24.7,2003,Canada,CAN,winter
Mar,-19.9,2003,Canada,CAN,spring
Apr,-9.6,2003,Canada,CAN,spring
May,0.5,2003,Canada,CAN,spring
Jun,7.3,2003,Canada,CAN,summer
Jul,12.0,2003,Canada,CAN,summer
Aug,10.3,2003,Canada,CAN,summer
Sep,4.6,2003,Canada,CAN,autumn
Oct,-2.3,2003,Canada,CAN,autumn
Nov,-13.6,2003,Canada,CAN,autumn
Dec,-18.0,2003,Canada,CAN,winter
Jan,-26.2,2004,Canada,CAN,winter
Feb,-21.6,2004,Canada,CAN,winter
Mar,-19.2,2004,Canada,CAN,spring
Apr,-9.6,2004,Canada,CAN,spring
May,-1.7,2004,Canada,CAN,spring
Jun,7.0,2004,Canada,CAN,summer
Jul,11.2,2004,Canada,CAN,summer
Aug,9.1,2004,Canada,CAN,summer
Sep,3.4,2004,Canada,CAN,autumn
Oct,-4.2,2004,Canada,CAN,autumn
Nov,-13.3,2004,Canada,CAN,autumn
Dec,-22.4,2004,Canada,CAN,winter
Jan,-24.8,2005,Canada,CAN,winter
Feb,-21.2,2005,Canada,CAN,winter
Mar,-16.5,2005,Canada,CAN,spring
Apr,-7.4,2005,Canada,CAN,spring
May,0.7,2005,Canada,CAN,spring
Jun,8.0,2005,Canada,CAN,summer
Jul,11.1,2005,Canada,CAN,summer
Aug,9.9,2005,Canada,CAN,summer
Sep,4.3,2005,Canada,CAN,autumn
Oct,-2.8,2005,Canada,CAN,autumn
Nov,-11.8,2005,Canada,CAN,autumn
Dec,-18.0,2005,Canada,CAN,winter
Jan,-20.3,2006,Canada,CAN,winter
Feb,-20.3,2006,Canada,CAN,winter
Mar,-16.0,2006,Canada,CAN,spring
Apr,-7.1,2006,Canada,CAN,spring
May,2.0,2006,Canada,CAN,spring
Jun,8.9,2006,Canada,CAN,summer
Jul,12.0,2006,Canada,CAN,summer
Aug,10.2,2006,Canada,CAN,summer
Sep,5.2,2006,Canada,CAN,autumn
Oct,-3.6,2006,Canada,CAN,autumn
Nov,-14.7,2006,Canada,CAN,autumn
Dec,-16.8,2006,Canada,CAN,winter
Jan,-21.4,2007,Canada,CAN,winter
Feb,-22.9,2007,Canada,CAN,winter
Mar,-19.4,2007,Canada,CAN,spring
Apr,-8.3,2007,Canada,CAN,spring
May,-0.7,2007,Canada,CAN,spring
Jun,8.0,2007,Canada,CAN,summer
Jul,12.7,2007,Canada,CAN,summer
Aug,9.6,2007,Canada,CAN,summer
Sep,3.5,2007,Canada,CAN,autumn
Oct,-3.2,2007,Canada,CAN,autumn
Nov,-14.1,2007,Canada,CAN,autumn
Dec,-21.3,2007,Canada,CAN,winter
Jan,-23.6,2008,Canada,CAN,winter
Feb,-24.3,2008,Canada,CAN,winter
Mar,-20.0,2008,Canada,CAN,spring
Apr,-9.4,2008,Canada,CAN,spring
