month,tasmax,year,country,iso3,season
Feb,4.21,2008,China,CHN,winter
Mar,8.61,2008,China,CHN,spring
Apr,16.19,2008,China,CHN,spring
May,20.28,2008,China,CHN,spring
Jun,23.8,2008,China,CHN,summer
Jul,25.4,2008,China,CHN,summer
Aug,24.53,2008,China,CHN,summer
Sep,20.85,2008,China,CHN,autumn
Oct,15.18,2008,China,CHN,autumn
Nov,4.93,2008,China,CHN,autumn
Dec,-0.01,2008,China,CHN,winter
Jan,-0.37,2009,China,CHN,winter
Feb,1.98,2009,China,CHN,winter
Mar,7.54,2009,China,CHN,spring
Apr,13.04,2009,China,CHN,spring
May,19.75,2009,China,CHN,spring
Jun,23.66,2009,China,CHN,summer
Jul,26.07,2009,China,CHN,summer
Aug,24.96,2009,China,CHN,summer
Sep,20.59,2009,China,CHN,autumn
Oct,13.82,2009,China,CHN,autumn
Nov,7.64,2009,China,CHN,autumn
Dec,0.7,2009,China,CHN,winter
Jan,-4.15,2010,China,CHN,winter
Feb,3.22,2010,China,CHN,winter
Mar,6.64,2010,China,CHN,spring
Apr,15.66,2010,China,CHN,spring
May,19.86,2010,China,CHN,spring
Jun,23.82,2010,China,CHN,summer
Jul,25.53,2010,China,CHN,summer
Aug,25.04,2010,China,CHN,summer
Sep,20.01,2010,China,CHN,autumn
Oct,14.47,2010,China,CHN,autumn
Nov,7.48,2010,China,CHN,autumn
Dec,-0.18,2010,China,CHN,winter
Jan,-3.37,2011,China,CHN,winter
Feb,0.45,2011,China,CHN,winter
Mar,7.1,2011,China,CHN,spring
Apr,15.67,2011,China,CHN,spring
May,20.69,2011,China,CHN,spring
Jun,23.42,2011,China,CHN,summer
Jul,25.3,2011,China,CHN,summer
Aug,24.73,2011,China,CHN,summer
Sep,20.23,2011,China,CHN,autumn
Oct,13.85,2011,China,CHN,autumn
Nov,5.57,2011,China,CHN,autumn
Dec,-1.06,2011,China,CHN,winter
Jan,-1.44,2012,China,CHN,winter
Feb,2.34,2012,China,CHN,winter
Mar,9.93,2012,China,CHN,spring
Apr,14.47,2012,China,CHN,spring
May,20.19,2012,China,CHN,spring
Jun,23.84,2012,China,CHN,summer
Jul,25.4,2012,China,CHN,summer
Aug,25.45,2012,China,CHN,summer
Sep,20.31,2012,China,CHN,autumn
Oct,14.74,2012,China,CHN,autumn
Nov,6.8,2012,China,CHN,autumn
Dec,0.83,2012,China,CHN,winter
Jan,0.79,2013,China,CHN,winter
Feb,0.88,2013,China,CHN,winter
Mar,9.23,2013,China,CHN,spring
Apr,15.78,2013,China,CHN,spring
May,19.95,2013,China,CHN,spring
Jun,23.29,2013,China,CHN,summer
Jul,25.57,2013,China,CHN,summer
Aug,23.92,2013,China,CHN,summer
Sep,20.4,2013,China,CHN,autumn
Oct,14.88,2013,China,CHN,autumn
Nov,6.98,2013,China,CHN,autumn
Dec,-0.08,2013,China,CHN,winter
Jan,0.42,2014,China,CHN,winter
Feb,3.54,2014,China,CHN,winter
Mar,9.25,2014,China,CHN,spring
Apr,15.13,2014,China,CHN,spring
May,20.05,2014,China,CHN,spring
Jun,23.05,2014,China,CHN,summer
Jul,25.65,2014,China,CHN,summer
Aug,24.47,2014,China,CHN,summer
Sep,20.14,2014,China,CHN,autumn
Oct,14.9,2014,China,CHN,autumn
Nov,6.51,2014,China,CHN,autumn
Dec,0.78,2014,China,CHN,winter
Jan,-2.04,2015,China,CHN,winter
Feb,2.43,2015,China,CHN,winter
Mar,9.61,2015,China,CHN,spring
Apr,15.82,2015,China,CHN,spring
May,19.71,2015,China,CHN,spring
Jun,23.78,2015,China,CHN,summer
Jul,26.04,2015,China,CHN,summer
Aug,25.49,2015,China,CHN,summer
Sep,21.01,2015,China,CHN,autumn
Oct,13.68,2015,China,CHN,autumn
Nov,6.31,2015,China,CHN,autumn
Dec,2.85,2015,China,CHN,winter
Jan,0.16,2016,China,CHN,winter
