month,rainfall_mm,year,country,iso3,season
Jun,157.5,1987,Indonesia,IDN,summer
Jul,141.2,1987,Indonesia,IDN,summer
Aug,172.7,1987,Indonesia,IDN,summer
Sep,146.8,1987,Indonesia,IDN,autumn
Oct,167.7,1987,Indonesia,IDN,autumn
Nov,241.2,1987,Indonesia,IDN,autumn
Dec,297.1,1987,Indonesia,IDN,winter
Jan,307.4,1988,Indonesia,IDN,winter
Feb,250.2,1988,Indonesia,IDN,winter
Mar,340.7,1988,Indonesia,IDN,spring
Apr,237.0,1988,Indonesia,IDN,spring
May,254.8,1988,Indonesia,IDN,spring
Jun,193.2,1988,Indonesia,IDN,summer
Jul,181.2,1988,Indonesia,IDN,summer
Aug,242.5,1988,Indonesia,IDN,summer
Sep,214.5,1988,Indonesia,IDN,autumn
Oct,243.3,1988,Indonesia,IDN,autumn
Nov,284.7,1988,Indonesia,IDN,autumn
Dec,278.5,1988,Indonesia,IDN,winter
Jan,301.4,1989,Indonesia,IDN,winter
Feb,255.6,1989,Indonesia,IDN,winter
Mar,273.0,1989,Indonesia,IDN,spring
Apr,260.1,1989,Indonesia,IDN,spring
May,276.5,1989,Indonesia,IDN,spring
Jun,195.7,1989,Indonesia,IDN,summer
Jul,212.3,1989,Indonesia,IDN,summer
Aug,200.8,1989,Indonesia,IDN,summer
Sep,206.9,1989,Indonesia,IDN,autumn
Oct,246.1,1989,Indonesia,IDN,autumn
Nov,248.3,1989,Indonesia,IDN,autumn
Dec,277.5,1989,Indonesia,IDN,winter
Jan,322.3,1990,Indonesia,IDN,winter
Feb,243.7,1990,Indonesia,IDN,winter
Mar,234.1,1990,Indonesia,IDN,spring
Apr,255.4,1990,Indonesia,IDN,spring
May,220.3,1990,Indonesia,IDN,spring
Jun,186.6,1990,Indonesia,IDN,summer
Jul,186.1,1990,Indonesia,IDN,summer
Aug,150.9,1990,Indonesia,IDN,summer
Sep,159.1,1990,Indonesia,IDN,autumn
Oct,222.6,1990,Indonesia,IDN,autumn
Nov,200.6,1990,Indonesia,IDN,autumn
Dec,288.8,1990,Indonesia,IDN,winter
Jan,282.8,1991,Indonesia,IDN,winter
Feb,225.5,1991,Indonesia,IDN,winter
Mar,294.5,1991,Indonesia,IDN,spring
Apr,296.4,1991,Indonesia,IDN,spring
May,217.8,1991,Indonesia,IDN,spring
Jun,134.9,1991,Indonesia,IDN,summer
Jul,136.7,1991,Indonesia,IDN,summer
Aug,125.2,1991,Indonesia,IDN,summer
